Elution volume;;UV1_280nm;Activity [%];Absorption at 280nm;UV2_360nm;;UV3_410nm;;Cond;;Cond%;;Conc;;pH;;Pressure;;Flow;;Temp;;Fractions;;Inject;;UV1_280nm@01,BASEM;;Logbook;
16.29;;21.28;;30.47;21.28;326.08;21.28;314.20;23.28;20.57;26.60;20.80;26.60;0.00;26.60;7.07;23.27;1.23;23.28;0.70;26.60;25.80;;;;;21.28;1.60;;
16.33;;21.33;;29.88;21.33;324.56;21.33;312.63;23.33;20.59;26.67;20.90;26.67;0.00;26.67;7.07;23.33;1.24;23.33;0.70;26.67;25.80;;;;;21.33;1.59;;
16.37;;21.39;;29.22;21.39;323.14;21.39;311.10;23.39;20.62;26.73;20.90;26.73;0.00;26.73;7.07;23.39;1.24;23.39;0.70;26.73;25.80;;;;;21.39;1.58;;
16.42;;21.44;;28.72;21.44;321.98;21.44;309.96;23.45;20.64;26.80;20.90;26.80;0.00;26.80;7.07;23.45;1.24;23.45;0.70;26.80;25.80;;;;;21.44;1.58;;
16.46;;21.49;;28.39;21.49;321.23;21.49;309.08;23.51;20.66;26.87;20.80;26.87;0.00;26.87;7.07;23.51;1.24;23.51;0.70;26.87;25.80;;;;;21.49;1.57;;
16.50;;21.55;;28.19;21.55;320.69;21.55;308.54;23.57;20.67;26.93;20.80;26.93;0.00;26.93;7.07;23.57;1.24;23.57;0.70;26.93;25.80;;;;;21.55;1.56;;
16.54;;21.60;;28.22;21.60;320.58;21.60;308.43;23.63;20.69;27.00;20.90;27.00;0.00;27.00;7.07;23.62;1.22;23.63;0.70;27.00;25.80;;;;;21.60;1.55;;
16.58;;21.65;;28.23;21.65;320.68;21.65;308.50;23.68;20.69;27.07;20.90;27.07;0.00;27.07;7.07;23.68;1.24;23.68;0.70;27.07;25.80;;;;;21.65;1.54;;
16.62;;21.71;;28.33;21.71;321.02;21.71;308.90;23.74;20.70;27.13;20.90;27.13;0.00;27.13;7.07;23.74;1.24;23.74;0.70;27.13;25.80;;;;;21.71;1.53;;
16.66;;21.76;;28.60;21.76;321.55;21.76;309.46;23.80;20.71;27.20;20.90;27.20;0.00;27.20;7.07;23.80;1.23;23.80;0.70;27.20;25.80;;;;;21.76;1.52;;
16.70;;21.81;;29.02;21.81;322.39;21.81;310.46;23.86;20.72;27.27;20.90;27.27;0.00;27.27;7.07;23.86;1.24;23.86;0.70;27.27;25.80;;;;;21.81;1.51;;
16.74;;21.87;;29.71;21.87;323.66;21.87;311.73;23.92;20.73;27.33;20.90;27.33;0.00;27.33;7.07;23.92;1.23;23.92;0.70;27.33;25.80;;;;;21.87;1.50;;
16.78;;21.92;;30.48;21.92;324.95;21.92;313.04;23.98;20.74;27.40;20.90;27.40;0.00;27.40;7.07;23.97;1.24;23.98;0.70;27.40;25.80;;;;;21.92;1.49;;
16.82;;21.97;;31.37;21.97;326.46;21.97;314.48;24.03;20.74;27.47;20.90;27.47;0.00;27.47;7.07;24.03;1.23;24.03;0.70;27.47;25.80;;;;;21.97;1.48;;
16.86;;22.03;;32.11;22.03;327.70;22.03;315.75;24.09;20.75;27.53;20.90;27.53;0.00;27.53;7.07;24.09;1.25;24.09;0.70;27.53;25.80;;;;;22.03;1.47;;
16.91;;22.08;;32.65;22.08;328.73;22.08;316.74;24.15;20.75;27.60;20.80;27.60;0.00;27.60;7.07;24.15;1.24;24.15;0.70;27.60;25.80;;;;;22.08;1.46;;
16.95;;22.13;;33.21;22.13;329.86;22.13;317.83;24.21;20.76;27.67;20.80;27.67;0.00;27.67;7.07;24.21;1.24;24.21;0.70;27.67;25.80;;;;;22.13;1.45;;
16.99;;22.19;2.309128328;33.67;22.19;330.84;22.19;318.80;24.27;20.76;27.73;20.80;27.73;0.00;27.73;7.07;24.27;1.24;24.27;0.70;27.73;25.80;;;;;22.19;1.43;;
17.03;;22.24;;33.80;22.24;331.52;22.24;319.46;24.33;20.76;27.80;20.80;27.80;0.00;27.80;7.07;24.32;1.24;24.33;0.70;27.80;25.80;;;;;22.24;1.42;;
17.07;;22.29;;33.90;22.29;332.05;22.29;320.09;24.38;20.77;27.87;20.80;27.87;0.00;27.87;7.07;24.38;1.24;24.38;0.70;27.87;25.80;;;;;22.29;1.41;;
17.11;;22.35;;33.93;22.35;332.61;22.35;320.62;24.44;20.77;27.93;20.80;27.93;0.00;27.93;7.07;24.44;1.24;24.44;0.70;27.93;25.80;;;;;22.35;1.40;;
17.15;;22.40;;33.98;22.40;333.04;22.40;321.16;24.50;20.78;28.00;20.80;28.00;0.00;28.00;7.07;24.50;1.23;24.50;0.70;28.00;25.80;;;;;22.40;1.39;;
17.19;;22.45;;34.00;22.45;333.47;22.45;321.60;24.56;20.78;28.07;20.80;28.07;0.00;28.07;7.07;24.56;1.24;24.56;0.70;28.07;25.80;;;;;22.45;1.37;;
17.23;;22.51;;34.12;22.51;333.83;22.51;321.97;24.62;20.79;28.13;20.80;28.13;0.00;28.13;7.07;24.62;1.24;24.62;0.70;28.13;25.80;;;;;22.51;1.36;;
17.27;;22.56;;34.14;22.56;334.13;22.56;322.33;24.68;20.79;28.20;20.80;28.20;0.00;28.20;7.07;24.67;1.23;24.68;0.70;28.20;25.80;;;;;22.56;1.35;;
17.31;;22.61;;34.13;22.61;334.43;22.61;322.57;24.73;20.79;28.27;20.80;28.27;0.00;28.27;7.07;24.73;1.25;24.73;0.70;28.27;25.80;;;;;22.61;1.34;;
17.35;;22.67;;34.04;22.67;334.55;22.67;322.90;24.79;20.79;28.33;20.80;28.33;0.00;28.33;7.07;24.79;1.24;24.79;0.70;28.33;25.80;;;;;22.67;1.32;;
17.40;;22.72;;33.75;22.72;334.56;22.72;322.83;24.85;20.80;28.40;20.80;28.40;0.00;28.40;7.07;24.85;1.25;24.85;0.70;28.40;25.80;;;;;22.72;1.31;;
17.44;;22.77;;32.86;22.77;334.25;22.77;322.60;24.91;20.80;28.47;20.80;28.47;0.00;28.47;7.07;24.91;1.23;24.91;0.70;28.47;25.80;;;;;22.77;1.30;;
17.48;;22.83;;31.32;22.83;333.61;22.83;321.89;24.97;20.80;28.53;20.80;28.53;0.00;28.53;7.07;24.97;1.25;24.97;0.70;28.53;25.80;;;;;22.83;1.29;;
17.52;;22.88;;29.00;22.88;332.50;22.88;321.01;25.03;20.81;28.60;20.80;28.60;0.00;28.60;7.07;25.02;1.23;25.03;0.70;28.60;25.80;;;;;22.88;1.27;;
17.56;;22.93;;26.02;22.93;330.87;22.93;319.55;25.08;20.81;28.67;20.70;28.67;0.00;28.67;7.07;25.08;1.23;25.08;0.70;28.67;25.80;;;;;22.93;1.26;;
17.60;;22.99;;22.60;22.99;329.06;22.99;317.88;25.14;20.81;28.73;20.70;28.73;0.00;28.73;7.07;25.14;1.25;25.14;0.70;28.73;25.80;;;;;22.99;1.25;;
17.64;;23.04;;18.88;23.04;327.08;23.04;316.11;25.20;20.82;28.80;20.60;28.80;0.00;28.80;7.07;25.20;1.24;25.20;0.70;28.80;25.80;;;;;23.04;1.24;;
17.68;;23.09;;15.27;23.09;325.19;23.09;314.40;25.26;20.82;28.87;20.60;28.87;0.00;28.87;7.07;25.26;1.25;25.26;0.70;28.87;25.80;;;;;23.09;1.22;;
17.72;;23.15;;11.83;23.15;323.48;23.15;312.99;25.32;20.82;28.93;20.50;28.93;0.00;28.93;7.07;25.32;1.23;25.32;0.70;28.93;25.80;;;;;23.15;1.21;;
17.76;;23.20;;8.54;23.20;322.00;23.20;311.54;25.38;20.82;29.00;20.40;29.00;0.00;29.00;7.07;25.37;1.23;25.38;0.70;29.00;25.80;;;;;23.20;1.20;;
17.80;;23.25;;5.88;23.25;320.74;23.25;310.39;25.43;20.82;29.07;20.30;29.07;0.00;29.07;7.07;25.43;1.24;25.43;0.70;29.07;25.80;;;;;23.25;1.19;;
17.84;;23.31;;3.87;23.31;319.86;23.31;309.66;25.49;20.83;29.13;20.20;29.13;0.00;29.13;7.07;25.49;1.24;25.49;0.70;29.13;25.80;;;;;23.31;1.17;;
17.89;;23.36;;2.54;23.36;319.40;23.36;309.28;25.55;20.83;29.20;20.10;29.20;0.00;29.20;7.07;25.55;1.24;25.55;0.70;29.20;25.80;;;;;23.36;1.16;;
17.93;;23.41;;1.66;23.41;319.21;23.41;309.10;25.61;20.83;29.27;20.00;29.27;0.00;29.27;7.07;25.61;1.24;25.61;0.70;29.27;25.80;;;;;23.41;1.15;;
17.97;;23.47;;1.15;23.47;319.20;23.47;309.20;25.67;20.83;29.33;19.90;29.33;0.00;29.33;7.07;25.67;1.24;25.67;0.70;29.33;25.80;;;;;23.47;1.14;;
18.01;;23.52;;0.88;23.52;319.34;23.52;309.35;25.73;20.84;29.40;19.80;29.40;0.00;29.40;7.07;25.72;1.24;25.73;0.70;29.40;25.80;;;;;23.52;0.88;;
18.05;;23.57;;0.75;23.57;319.51;23.57;309.44;25.78;20.84;29.47;19.70;29.47;0.00;29.47;7.07;25.78;1.24;25.78;0.70;29.47;25.80;;;;;23.57;0.75;;
18.09;;23.63;;0.67;23.63;319.66;23.63;309.62;25.84;20.84;29.53;19.70;29.53;0.00;29.53;7.07;25.84;1.25;25.84;0.70;29.53;25.80;;;;;23.63;0.67;;
18.13;;23.68;;0.66;23.68;319.69;23.68;309.72;25.90;20.84;29.60;19.70;29.60;0.00;29.60;7.07;25.90;1.24;25.90;0.70;29.60;25.80;;;;;23.68;0.66;;
18.17;;23.73;;0.68;23.73;319.75;23.73;309.79;25.96;20.84;29.67;19.70;29.67;0.00;29.67;7.07;25.96;1.25;25.96;0.70;29.67;25.80;;;;;23.73;0.68;;
18.21;;23.79;;0.65;23.79;319.85;23.79;309.87;26.02;20.85;29.73;19.80;29.73;0.00;29.73;7.07;26.02;1.24;26.02;0.70;29.73;25.80;;;;;23.79;0.65;;
18.25;;23.84;;0.61;23.84;319.81;23.84;309.91;26.08;20.85;29.80;19.90;29.80;0.00;29.80;7.07;26.07;1.24;26.08;0.70;29.80;25.80;;;;;23.84;0.61;;
18.29;;23.89;;0.61;23.89;319.77;23.89;309.85;26.13;20.85;29.87;20.00;29.87;0.00;29.87;7.07;26.13;1.24;26.13;0.70;29.87;25.80;;;;;23.89;0.61;;
18.33;;23.95;;0.64;23.95;319.77;23.95;309.89;26.19;20.84;29.93;20.10;29.93;0.00;29.93;7.07;26.19;1.25;26.19;0.70;29.93;25.80;;;;;23.95;0.64;;
18.38;;24.00;;0.65;24.00;319.85;24.00;309.94;26.25;20.84;30.00;20.20;30.00;0.00;30.00;7.07;26.25;1.25;26.25;0.70;30.00;25.80;;;;;24.00;0.65;;
18.42;;24.05;;0.63;24.05;319.92;24.05;310.02;26.31;20.84;30.07;20.20;30.07;0.00;30.07;7.07;26.31;1.24;26.31;0.70;30.07;25.80;;;;;24.05;0.63;;
18.46;;24.11;;0.63;24.11;319.91;24.11;309.96;26.37;20.85;30.13;20.20;30.13;0.00;30.13;7.07;26.37;1.24;26.37;0.70;30.13;25.80;;;;;24.11;0.63;;
18.50;;24.16;;0.64;24.16;319.85;24.16;309.95;26.43;20.84;30.20;20.20;30.20;0.00;30.20;7.07;26.42;1.24;26.43;0.70;30.20;25.80;;;;;24.16;0.64;;
18.54;;24.21;;0.60;24.21;319.92;24.21;310.00;26.48;20.84;30.27;20.10;30.27;0.00;30.27;7.07;26.48;1.25;26.48;0.70;30.27;25.80;;;;;24.21;0.60;;
18.58;;24.27;;0.60;24.27;319.92;24.27;310.04;26.54;20.84;30.33;20.00;30.33;0.00;30.33;7.07;26.54;1.24;26.54;0.70;30.33;25.80;;;;;24.27;0.60;;
18.62;;24.32;;0.58;24.32;319.93;24.32;309.99;26.60;20.85;30.40;19.90;30.40;0.00;30.40;7.07;26.60;1.25;26.60;0.70;30.40;25.80;;;;;24.32;0.58;;
18.66;;24.37;;0.58;24.37;319.91;24.37;309.97;26.66;20.85;30.47;19.80;30.47;0.00;30.47;7.07;26.66;1.24;26.66;0.70;30.47;25.80;;;;;24.37;0.58;;
18.70;;24.43;;0.58;24.43;319.99;24.43;309.99;26.72;20.85;30.53;19.70;30.53;0.00;30.53;7.07;26.72;1.23;26.72;0.70;30.53;25.80;;;;;24.43;0.58;;
18.74;;24.48;;0.59;24.48;319.94;24.48;309.96;26.78;20.85;30.60;19.60;30.60;0.00;30.60;7.07;26.77;1.24;26.78;0.70;30.60;25.80;;;;;24.48;0.59;;
18.78;;24.53;;0.61;24.53;319.85;24.53;309.93;26.83;20.85;30.67;19.50;30.67;0.00;30.67;7.07;26.83;1.24;26.83;0.70;30.67;25.80;;;;;24.53;0.61;;
18.82;;24.59;;0.62;24.59;319.97;24.59;309.97;26.89;20.85;30.73;19.40;30.73;0.00;30.73;7.07;26.89;1.25;26.89;0.70;30.73;25.80;;;;;24.59;0.62;;
18.87;;24.64;;0.62;24.64;320.00;24.64;310.02;26.95;20.85;30.80;19.40;30.80;0.00;30.80;7.07;26.95;1.25;26.95;0.70;30.80;25.80;;;;;24.64;0.62;;
18.91;;24.69;;0.63;24.69;319.93;24.69;310.03;27.01;20.85;30.87;19.50;30.87;0.00;30.87;7.07;27.01;1.25;27.01;0.70;30.87;25.80;;;;;24.69;0.63;;
18.95;;24.75;;0.66;24.75;319.95;24.75;310.00;27.07;20.85;30.93;19.60;30.93;0.00;30.93;7.07;27.07;1.24;27.07;0.70;30.93;25.80;;;;;24.75;0.66;;
18.99;;24.80;;0.66;24.80;319.99;24.80;309.99;27.13;20.86;31.00;19.70;31.00;0.00;31.00;7.07;27.12;1.23;27.13;0.70;31.00;25.80;;;;;24.80;0.66;;
19.03;;24.85;;0.68;24.85;319.99;24.85;310.02;27.18;20.86;31.07;19.80;31.07;0.00;31.07;7.07;27.18;1.24;27.18;0.70;31.07;25.80;;;;;24.85;0.68;;
19.07;;24.91;;0.73;24.91;320.02;24.91;309.94;27.24;20.85;31.13;20.00;31.13;0.00;31.13;7.07;27.24;1.24;27.24;0.70;31.13;25.80;;;;;24.91;0.73;;
19.11;;24.96;;0.77;24.96;319.96;24.96;310.05;27.30;20.85;31.20;20.20;31.20;0.00;31.20;7.07;27.30;1.25;27.30;0.70;31.20;25.80;;;;;24.96;0.77;;
19.15;;25.01;;0.80;25.01;319.96;25.01;310.03;27.36;20.85;31.27;20.30;31.27;0.00;31.27;7.07;27.36;1.24;27.36;0.70;31.27;25.80;;;;;25.01;0.80;;
19.19;;25.07;;0.81;25.07;319.99;25.07;310.09;27.42;20.85;31.33;20.50;31.33;0.00;31.33;7.07;27.42;1.24;27.42;0.70;31.33;25.80;;;;;25.07;0.81;;
19.23;;25.12;;0.88;25.12;320.04;25.12;310.08;27.48;20.85;31.40;20.60;31.40;0.00;31.40;7.07;27.47;1.25;27.48;0.70;31.40;25.80;;;;;25.12;0.85;;
19.27;;25.17;;0.96;25.17;320.00;25.17;310.09;27.53;20.85;31.47;20.70;31.47;0.00;31.47;7.07;27.53;1.23;27.53;0.70;31.47;25.80;;;;;25.17;0.85;;
19.31;;25.23;;0.98;25.23;320.00;25.23;310.08;27.59;20.85;31.53;20.70;31.53;0.00;31.53;7.07;27.59;1.25;27.59;0.70;31.53;25.80;;;;;25.23;0.84;;
19.36;;25.28;;1.00;25.28;320.07;25.28;310.13;27.65;20.85;31.60;20.80;31.60;0.00;31.60;7.07;27.65;1.26;27.65;0.70;31.60;25.80;;;;;25.28;0.84;;
19.40;;25.33;;1.04;25.33;320.10;25.33;310.10;27.71;20.85;31.67;20.80;31.67;0.00;31.67;7.07;27.71;1.24;27.71;0.70;31.67;25.80;;;;;25.33;0.84;;
19.44;;25.39;;1.03;25.39;320.08;25.39;310.05;27.77;20.84;31.73;20.80;31.73;0.00;31.73;7.07;27.77;1.25;27.77;0.70;31.73;25.80;;;;;25.39;0.83;;
19.48;;25.44;;1.11;25.44;320.04;25.44;310.06;27.83;20.85;31.80;20.80;31.80;0.00;31.80;7.07;27.82;1.23;27.83;0.70;31.80;25.80;;;;;25.44;0.83;;
19.52;;25.49;;1.11;25.49;320.14;25.49;310.07;27.88;20.85;31.87;20.80;31.87;0.00;31.87;7.07;27.88;1.24;27.88;0.70;31.87;25.80;;;;;25.49;0.83;;
19.56;;25.55;;1.14;25.55;320.10;25.55;310.11;27.94;20.85;31.93;20.90;31.93;0.00;31.93;7.07;27.94;1.24;27.94;0.70;31.93;25.80;;;;;25.55;0.82;;
19.60;;25.60;;1.17;25.60;320.17;25.60;310.06;28.00;20.85;32.00;20.90;32.00;0.00;32.00;7.07;28.00;1.25;28.00;0.70;32.00;25.80;;;;;25.60;0.82;;
19.64;;25.65;;1.18;25.65;320.17;25.65;310.08;28.06;20.85;32.07;20.90;32.07;0.00;32.07;7.07;28.06;1.24;28.06;0.70;32.07;25.80;;;;;25.65;0.82;;
19.68;;25.71;;1.20;25.71;320.18;25.71;310.26;28.12;20.85;32.13;20.90;32.13;0.00;32.13;7.07;28.12;1.23;28.12;0.70;32.13;25.80;;;;;25.71;0.82;;
19.72;;25.76;;1.21;25.76;320.16;25.76;310.29;28.18;20.85;32.20;20.90;32.20;0.00;32.20;7.07;28.17;1.25;28.18;0.70;32.20;25.80;;;;;25.76;0.81;;
19.76;;25.81;;1.23;25.81;320.18;25.81;310.25;28.23;20.84;32.27;20.90;32.27;0.00;32.27;7.07;28.23;1.25;28.23;0.70;32.27;25.80;;;;;25.81;0.81;;
19.80;;25.87;;1.24;25.87;320.22;25.87;310.25;28.29;20.84;32.33;20.90;32.33;0.00;32.33;7.07;28.29;1.24;28.29;0.70;32.33;25.80;;;;;25.87;0.81;;
19.85;;25.92;;1.21;25.92;320.23;25.92;310.24;28.35;20.83;32.40;20.90;32.40;0.00;32.40;7.07;28.35;1.25;28.35;0.70;32.40;25.80;;;;;25.92;0.81;;
19.89;;25.97;;1.17;25.97;320.21;25.97;310.21;28.41;20.82;32.47;20.90;32.47;0.00;32.47;7.07;28.41;1.25;28.41;0.70;32.47;25.80;;;;;25.97;0.81;;
19.93;;26.03;;1.13;26.03;320.13;26.03;310.19;28.47;20.80;32.53;20.90;32.53;0.00;32.53;7.07;28.47;1.25;28.47;0.70;32.53;25.80;;;;;26.03;0.81;;
19.97;;26.08;;1.11;26.08;320.11;26.08;310.23;28.53;20.79;32.60;20.90;32.60;0.00;32.60;7.07;28.52;1.24;28.53;0.70;32.60;25.80;;;;;26.08;0.80;;
20.01;;26.13;0.786923715;1.12;26.13;320.02;26.13;310.17;28.58;20.77;32.67;20.90;32.67;0.00;32.67;7.07;28.58;1.23;28.58;0.70;32.67;25.80;;;;;26.13;0.80;;
20.05;;26.19;;1.06;26.19;320.08;26.19;310.11;28.64;20.74;32.73;20.90;32.73;0.00;32.73;7.07;28.64;1.25;28.64;0.70;32.73;25.80;;;;;26.19;0.80;;
20.09;;26.24;;1.03;26.24;320.08;26.24;310.11;28.70;20.71;32.80;20.90;32.80;0.00;32.80;7.07;28.70;1.24;28.70;0.70;32.80;25.80;;;;;26.24;0.80;;
20.13;;26.29;;1.07;26.29;320.05;26.29;309.99;28.76;20.66;32.87;20.90;32.87;0.00;32.87;7.07;28.76;1.25;28.76;0.70;32.87;25.80;;;;;26.29;0.80;;
20.17;;26.35;;1.04;26.35;319.98;26.35;309.96;28.82;20.62;32.93;20.90;32.93;0.00;32.93;7.07;28.82;1.25;28.82;0.70;32.93;25.80;;;;;26.35;0.80;;
20.21;;26.40;;1.00;26.40;319.97;26.40;310.02;28.88;20.55;33.00;20.90;33.00;0.00;33.00;7.07;28.87;1.24;28.88;0.70;33.00;25.80;;;;;26.40;0.80;;
20.25;;26.45;;0.98;26.45;320.00;26.45;310.03;28.93;20.49;33.07;20.90;33.07;0.00;33.07;7.07;28.93;1.25;28.93;0.70;33.07;25.80;;;;;26.45;0.80;;
20.29;;26.51;;1.01;26.51;320.02;26.51;310.00;28.99;20.40;33.13;20.90;33.13;0.00;33.13;7.07;28.99;1.23;28.99;0.70;33.13;25.80;;;;;26.51;0.80;;
20.34;;26.56;;1.03;26.56;320.02;26.56;309.97;29.05;20.33;33.20;20.90;33.20;0.00;33.20;7.07;29.05;1.24;29.05;0.70;33.20;25.80;;;;;26.56;0.80;;
20.38;;26.61;;1.04;26.61;320.06;26.61;309.95;29.11;20.23;33.27;20.90;33.27;0.00;33.27;7.07;29.11;1.24;29.11;0.70;33.27;25.80;;;;;26.61;0.80;;
20.42;;26.67;;1.03;26.67;320.08;26.67;309.96;29.17;20.15;33.33;20.90;33.33;0.00;33.33;7.07;29.17;1.24;29.17;0.70;33.33;25.80;;;;;26.67;0.80;;
20.46;;26.72;;1.00;26.72;320.10;26.72;310.07;29.23;20.04;33.40;20.90;33.40;0.00;33.40;7.07;29.22;1.25;29.23;0.70;33.40;25.80;;;;;26.72;0.80;;
20.50;;26.77;;1.02;26.77;320.08;26.77;310.11;29.28;19.95;33.47;20.90;33.47;0.00;33.47;7.07;29.28;1.24;29.28;0.70;33.47;25.80;;;;;26.77;0.80;;
20.54;;26.83;;1.03;26.83;320.08;26.83;310.06;29.34;19.85;33.53;20.90;33.53;0.00;33.53;7.07;29.34;1.25;29.34;0.70;33.53;25.80;;;;;26.83;0.80;;
20.58;;26.88;;1.02;26.88;320.02;26.88;309.95;29.40;19.79;33.60;20.90;33.60;0.00;33.60;7.07;29.40;1.25;29.40;0.70;33.60;25.80;;;;;26.88;0.80;;
20.62;;26.93;;0.97;26.93;320.05;26.93;309.96;29.46;19.72;33.67;20.90;33.67;0.00;33.67;7.07;29.46;1.24;29.46;0.70;33.67;25.80;;;;;26.93;0.81;;
20.66;;26.99;;0.99;26.99;320.03;26.99;310.05;29.52;19.70;33.73;20.90;33.73;0.00;33.73;7.07;29.52;1.25;29.52;0.70;33.73;25.80;;;;;26.99;0.81;;
20.70;;27.04;;0.99;27.04;320.03;27.04;309.98;29.58;19.69;33.80;20.90;33.80;0.00;33.80;7.07;29.57;1.25;29.58;0.70;33.80;25.80;;;;;27.04;0.81;;
20.74;;27.09;;0.98;27.09;320.11;27.09;309.98;29.63;19.71;33.87;20.90;33.87;0.00;33.87;7.07;29.63;1.24;29.63;0.70;33.87;25.80;;;;;27.09;0.81;;
20.78;;27.15;;0.99;27.15;320.09;27.15;310.01;29.69;19.77;33.93;20.90;33.93;0.00;33.93;7.07;29.69;1.24;29.69;0.70;33.93;25.80;;;;;27.15;0.81;;
20.83;;27.20;;0.96;27.20;320.11;27.20;310.03;29.75;19.83;34.00;20.90;34.00;0.00;34.00;7.07;29.75;1.25;29.75;0.70;34.00;25.80;;;;;27.20;0.81;;
20.87;;27.25;;0.97;27.25;320.02;27.25;309.99;29.81;19.93;34.07;20.90;34.07;0.00;34.07;7.07;29.81;1.25;29.81;0.70;34.07;25.80;;;;;27.25;0.81;;
20.91;;27.31;;0.98;27.31;320.03;27.31;310.03;29.87;20.01;34.13;20.90;34.13;0.00;34.13;7.07;29.87;1.24;29.87;0.70;34.13;25.80;;;;;27.31;0.82;;
20.95;;27.36;;1.02;27.36;320.14;27.36;310.04;29.93;20.10;34.20;20.90;34.20;0.00;34.20;7.07;29.92;1.24;29.93;0.70;34.20;25.80;;;;;27.36;0.82;;
20.99;;27.41;1.011839636;1.07;27.41;320.18;27.41;310.06;29.98;20.15;34.27;20.90;34.27;0.00;34.27;7.07;29.98;1.24;29.98;0.70;34.27;25.80;;;;;27.41;0.82;;
21.03;;27.47;;1.11;27.47;320.12;27.47;310.05;30.04;20.20;34.33;20.90;34.33;0.00;34.33;7.07;30.04;1.24;30.04;0.70;34.33;25.80;;;;;27.47;0.82;;
21.07;;27.52;;1.17;27.52;320.06;27.52;309.97;30.10;20.21;34.40;20.90;34.40;0.00;34.40;7.07;30.10;1.25;30.10;0.70;34.40;25.80;;;;;27.52;0.82;;
21.11;;27.57;;1.24;27.57;320.06;27.57;309.94;30.16;20.20;34.47;20.90;34.47;0.00;34.47;7.07;30.16;1.25;30.16;0.70;34.47;25.80;;;;;27.57;0.82;;
21.15;;27.63;;1.32;27.63;320.11;27.63;310.02;30.22;20.17;34.53;20.90;34.53;0.00;34.53;7.07;30.22;1.25;30.22;0.70;34.53;25.80;;;;;27.63;0.83;;
21.19;;27.68;;1.47;27.68;320.13;27.68;310.03;30.28;20.10;34.60;20.90;34.60;0.00;34.60;7.07;30.27;1.25;30.28;0.70;34.60;25.80;;;;;27.68;0.83;;
21.23;;27.73;;1.72;27.73;320.20;27.73;310.15;30.33;20.03;34.67;20.90;34.67;0.00;34.67;7.07;30.33;1.24;30.33;0.70;34.67;25.80;;;;;27.73;0.83;;
21.27;;27.79;;1.98;27.79;320.19;27.79;310.16;30.39;19.92;34.73;20.90;34.73;0.00;34.73;7.07;30.39;1.26;30.39;0.70;34.73;25.80;;;;;27.79;0.83;;
21.32;;27.84;;2.24;27.84;320.11;27.84;310.11;30.45;19.83;34.80;20.90;34.80;0.00;34.80;7.07;30.45;1.25;30.45;0.70;34.80;25.80;;;;;27.84;0.83;;
21.36;;27.89;;2.57;27.89;320.11;27.89;309.98;30.51;19.70;34.87;20.90;34.87;0.00;34.87;7.07;30.51;1.26;30.51;0.70;34.87;25.80;;;;;27.89;0.84;;
21.40;;27.95;;3.01;27.95;320.21;27.95;310.06;30.57;19.62;34.93;20.90;34.93;0.00;34.93;7.07;30.57;1.26;30.57;0.70;34.93;25.80;;;;;27.95;0.84;;
21.44;;28.00;;3.50;28.00;320.35;28.00;310.18;30.63;19.52;35.00;20.90;35.00;0.00;35.00;7.07;30.62;1.25;30.63;0.70;35.00;25.80;;;;;28.00;0.84;;
21.48;;28.05;;4.10;28.05;320.37;28.05;310.23;30.68;19.47;35.07;20.90;35.07;0.00;35.07;7.07;30.68;1.25;30.68;0.70;35.07;25.80;;;;;28.05;0.84;;
21.52;;28.11;;4.90;28.11;320.33;28.11;310.13;30.74;19.43;35.13;20.90;35.13;0.00;35.13;7.07;30.74;1.25;30.74;0.70;35.13;25.80;;;;;28.11;0.84;;
21.56;;28.16;;5.87;28.16;320.32;28.16;310.05;30.80;19.43;35.20;20.90;35.20;0.00;35.20;7.07;30.80;1.25;30.80;0.70;35.20;25.80;;;;;28.16;0.85;;
21.60;;28.21;;7.06;28.21;320.39;28.21;310.07;30.86;19.48;35.27;20.90;35.27;0.00;35.27;7.07;30.86;1.26;30.86;0.70;35.27;25.80;;;;;28.21;0.85;;
21.64;;28.27;;8.52;28.27;320.37;28.27;310.10;30.92;19.54;35.33;20.90;35.33;0.00;35.33;7.07;30.92;1.26;30.92;0.70;35.33;25.80;;;;;28.27;0.85;;
21.68;;28.32;;10.19;28.32;320.44;28.32;310.00;30.98;19.65;35.40;20.90;35.40;0.00;35.40;7.07;30.97;1.26;30.98;0.70;35.40;25.80;;;;;28.32;0.85;;
21.72;;28.37;;12.10;28.37;320.56;28.37;309.98;31.03;19.76;35.47;20.90;35.47;0.00;35.47;7.07;31.03;1.24;31.03;0.70;35.47;25.80;;;;;28.37;0.85;;
21.76;;28.43;;14.38;28.43;320.62;28.43;309.99;31.09;19.91;35.53;20.90;35.53;0.00;35.53;7.07;31.09;1.25;31.09;0.70;35.53;25.80;;;;;28.43;0.85;;
21.81;;28.48;;16.89;28.48;320.64;28.48;309.99;31.15;20.03;35.60;20.90;35.60;0.00;35.60;7.07;31.15;1.26;31.15;0.70;35.60;25.80;;;;;28.48;0.86;;
21.85;;28.53;;19.69;28.53;320.66;28.53;309.95;31.21;20.20;35.67;20.90;35.67;0.00;35.67;7.07;31.21;1.26;31.21;0.70;35.67;25.80;;;;;28.53;0.86;;
21.89;;28.59;;22.64;28.59;320.74;28.59;309.93;31.27;20.31;35.73;20.90;35.73;0.00;35.73;7.07;31.27;1.27;31.27;0.70;35.73;25.80;;;;;28.59;0.86;;
